#columns:point_slug	jlpt	module	bunpro_id	tofugu_url	imabi_url	shinkanzen_ref	djg_page	notes

代わりに	n3	03-n3	bunpro:代わりに			sk:auto/n3	djg:bunpro/代わりに	strict-deck; bunpro:代わりに; 代わりに; Instead of,  In place of, In exchange for
全く-ない	n3	03-n3	bunpro:全く-ない			sk:auto/n3	djg:bunpro/全く-ない	strict-deck; bunpro:全く-ない; 全く～ない; Not~at all
再び	n3	03-n3	bunpro:再び			sk:auto/n3	djg:bunpro/再び	strict-deck; bunpro:再び; 再び; Again, Once more, A second time
切る	n3	03-n3	bunpro:切る			sk:auto/n3	djg:bunpro/切る	strict-deck; bunpro:切る; 切る; To do something completely to the end, Utterly, Resolutely
切れない	n3	03-n3	bunpro:切れない			sk:auto/n3	djg:bunpro/切れない	strict-deck; bunpro:切れない; 切れない; Being unable to finish or complete
別に-ない	n3	03-n3	bunpro:別に-ない			sk:auto/n3	djg:bunpro/別に-ない	strict-deck; bunpro:別に-ない; 別に〜ない; Not really, Not particularly, It's not like...
前者は-後者は	n3	03-n3	bunpro:前者は-後者は			sk:auto/n3	djg:bunpro/前者は-後者は	strict-deck; bunpro:前者は-後者は; 前者は・後者は; The former ~ the latter, The first ~ the second
即ち	n3	03-n3	bunpro:即ち			sk:auto/n3	djg:bunpro/即ち	strict-deck; bunpro:即ち; 即ち; In other words, That is, Namely
却って	n3	03-n3	bunpro:却って			sk:auto/n3	djg:bunpro/却って	strict-deck; bunpro:却って; 却って; All the more, On the contrary, Conversely
又-も	n3	03-n3	bunpro:又-も			sk:auto/n3	djg:bunpro/又-も	strict-deck; bunpro:又-も; 又〜も; Moreover, Additionally, And also, In addition, Furthermore, Or
合う	n3	03-n3	bunpro:合う			sk:auto/n3	djg:bunpro/合う	strict-deck; bunpro:合う; 合う; To do for one another, Mutually, With
同士	n3	03-n3	bunpro:同士			sk:auto/n3	djg:bunpro/同士	strict-deck; bunpro:同士; 同士; Fellow, With each other, Mutually, Between, Among, Together, With
向き	n3	03-n3	bunpro:向き			sk:auto/n3	djg:bunpro/向き	strict-deck; bunpro:向き; 向き; Suitable for, Facing
向け	n3	03-n3	bunpro:向け			sk:auto/n3	djg:bunpro/向け	strict-deck; bunpro:向け; 向け; Intended for, Aimed at
左右する	n3	03-n3	bunpro:左右する			sk:auto/n3	djg:bunpro/左右する	strict-deck; bunpro:左右する; 左右する; Influence, Impact, Control
当たり	n3	03-n3	bunpro:当たり			sk:auto/n3	djg:bunpro/当たり	strict-deck; bunpro:当たり; 当たり; Per~, A~, Apiece, Each
必ずしも	n3	03-n3	bunpro:必ずしも			sk:auto/n3	djg:bunpro/必ずしも	strict-deck; bunpro:必ずしも; 必ずしも ; Not always, Not entirely, Not necessarily
最中に	n3	03-n3	bunpro:最中に			sk:auto/n3	djg:bunpro/最中に	strict-deck; bunpro:最中に; 最中に; In the middle of
次第	n3	03-n3	bunpro:次第			sk:auto/n3	djg:bunpro/次第	strict-deck; bunpro:次第; 次第; As soon as
決して-ない	n3	03-n3	bunpro:決して-ない			sk:auto/n3	djg:bunpro/決して-ない	strict-deck; bunpro:決して-ない; 決して〜ない; Never, By no means
点	n3	03-n3	bunpro:点			sk:auto/n3	djg:bunpro/点	strict-deck; bunpro:点; 点; Aspect, Respect, Point, Way, In terms of, In that, From the point of view
的	n3	03-n3	bunpro:的			sk:auto/n3	djg:bunpro/的	strict-deck; bunpro:的; 的; ~ly・~like・~al, Typical
直ちに	n3	03-n3	bunpro:直ちに			sk:auto/n3	djg:bunpro/直ちに	strict-deck; bunpro:直ちに; 直ちに; At once, Immediately, As soon as
第一	n3	03-n3	bunpro:第一			sk:auto/n3	djg:bunpro/第一	strict-deck; bunpro:第一; 第一; Start, First (point), Foremost, To begin with
考えられない	n3	03-n3	bunpro:考えられない			sk:auto/n3	djg:bunpro/考えられない	strict-deck; bunpro:考えられない; 考えられない; Unthinkable, Inconceivable, Unimaginable, Cannot think
言うまでもない2	n3	03-n3	bunpro:言うまでもない2			sk:auto/n3	djg:bunpro/言うまでもない2	strict-deck; bunpro:言うまでもない2; 言うまでもない ②; It goes without saying, It is needless to say, Of course, Obviously
込む1	n3	03-n3	bunpro:込む1			sk:auto/n3	djg:bunpro/込む1	strict-deck; bunpro:込む1; 込む ①; To go into, To put into
込む2	n3	03-n3	bunpro:込む2			sk:auto/n3	djg:bunpro/込む2	strict-deck; bunpro:込む2; 込む ②; Remain, To do thoroughly, Deeply, Intensely
連用形	n3	03-n3	bunpro:連用形			sk:auto/n3	djg:bunpro/連用形	strict-deck; bunpro:連用形; 連用形; Formal Conjunctive
遂に	n3	03-n3	bunpro:遂に			sk:auto/n3	djg:bunpro/遂に	strict-deck; bunpro:遂に; 遂に; Finally, At last
関係がある	n3	03-n3	bunpro:関係がある			sk:auto/n3	djg:bunpro/関係がある	strict-deck; bunpro:関係がある; 関係がある; (Not) involved with, (Not) concerned with, (No) connection with, (No) relationship with, (Not) related to
-てこそ	n2	04-n2	bunpro:-てこそ			sk:auto/n2	djg:bunpro/-てこそ	strict-deck; bunpro:-てこそ; ～てこそ; Only if, Because, By, Unless, Until
-のうち-で	n2	04-n2	bunpro:-のうち-で			sk:auto/n2	djg:bunpro/-のうち-で	strict-deck; bunpro:-のうち-で; ～のうち(で); Of the, Among(st)
あげく	n2	04-n2	bunpro:あげく			sk:auto/n2	djg:bunpro/あげく	strict-deck; bunpro:あげく; あげく; After, In the end, After all, Eventually
いきなり	n2	04-n2	bunpro:いきなり			sk:auto/n2	djg:bunpro/いきなり	strict-deck; bunpro:いきなり; いきなり; For no reason, Suddenly, All of a sudden
いつの間にか	n2	04-n2	bunpro:いつの間にか			sk:auto/n2	djg:bunpro/いつの間にか	strict-deck; bunpro:いつの間にか; いつの間にか; Suddenly, Unnoticed, Without noticing, Too soon
いよいよ	n2	04-n2	bunpro:いよいよ			sk:auto/n2	djg:bunpro/いよいよ	strict-deck; bunpro:いよいよ; いよいよ; At last, Finally, More and more
いわゆる	n2	04-n2	bunpro:いわゆる			sk:auto/n2	djg:bunpro/いわゆる	strict-deck; bunpro:いわゆる; いわゆる; What is called, So-called, Generally known
お-願う	n2	04-n2	bunpro:お-願う			sk:auto/n2	djg:bunpro/お-願う	strict-deck; bunpro:お-願う; お～願う; Please, Could you please
おおよそ	n2	04-n2	bunpro:おおよそ			sk:auto/n2	djg:bunpro/おおよそ	strict-deck; bunpro:おおよそ; おおよそ; Approximately, Roughly, About, Outline, Gist
おそらく	n2	04-n2	bunpro:おそらく			sk:auto/n2	djg:bunpro/おそらく	strict-deck; bunpro:おそらく; おそらく; Probably, Perhaps, (Most) likely, (I) fear that
おまけに	n2	04-n2	bunpro:おまけに			sk:auto/n2	djg:bunpro/おまけに	strict-deck; bunpro:おまけに; おまけに; In addition, On top of that, What is more, To make matters worse
および	n2	04-n2	bunpro:および			sk:auto/n2	djg:bunpro/および	strict-deck; bunpro:および; および; And, As well as
か-ないかのうちに	n2	04-n2	bunpro:か-ないかのうちに			sk:auto/n2	djg:bunpro/か-ないかのうちに	strict-deck; bunpro:か-ないかのうちに; か〜ないかのうちに; Right after, As soon as, Just when, Barely
かと思ったら-かと思うと	n2	04-n2	bunpro:かと思ったら-かと思うと			sk:auto/n2	djg:bunpro/かと思ったら-かと思うと	strict-deck; bunpro:かと思ったら-かと思うと; かと思ったら・かと思うと; Then again, Just when I thought, No sooner than
かねない	n2	04-n2	bunpro:かねない			sk:auto/n2	djg:bunpro/かねない	strict-deck; bunpro:かねない; かねない; Might, Could be, Capable of, Possible
かねる	n2	04-n2	bunpro:かねる			sk:auto/n2	djg:bunpro/かねる	strict-deck; bunpro:かねる; かねる; Cannot, Be unable to, Hard to, Hesitant to
かのようだ	n2	04-n2	bunpro:かのようだ			sk:auto/n2	djg:bunpro/かのようだ	strict-deck; bunpro:かのようだ; かのようだ; As if, Just like
からして	n2	04-n2	bunpro:からして			sk:auto/n2	djg:bunpro/からして	strict-deck; bunpro:からして; からして; Even..., Judging from, Based on
からすると-からすれば	n2	04-n2	bunpro:からすると-からすれば			sk:auto/n2	djg:bunpro/からすると-からすれば	strict-deck; bunpro:からすると-からすれば; からすると・からすれば; Judging from, Considering
からといって	n2	04-n2	bunpro:からといって			sk:auto/n2	djg:bunpro/からといって	strict-deck; bunpro:からといって; からといって; Just because
からには	n2	04-n2	bunpro:からには			sk:auto/n2	djg:bunpro/からには	strict-deck; bunpro:からには; からには; As long as, Since, Given
から見ると	n2	04-n2	bunpro:から見ると			sk:auto/n2	djg:bunpro/から見ると	strict-deck; bunpro:から見ると; から見ると; From the point of view of, By the look of
か何か	n2	04-n2	bunpro:か何か			sk:auto/n2	djg:bunpro/か何か	strict-deck; bunpro:か何か; か何か; Or something, Or something like that
がけに	n2	04-n2	bunpro:がけに			sk:auto/n2	djg:bunpro/がけに	strict-deck; bunpro:がけに; がけに; On the way to, As you go
が気になる	n2	04-n2	bunpro:が気になる			sk:auto/n2	djg:bunpro/が気になる	strict-deck; bunpro:が気になる; が気になる; To be interested in, To be concerned about
きっかけ	n2	04-n2	bunpro:きっかけ			sk:auto/n2	djg:bunpro/きっかけ	strict-deck; bunpro:きっかけ; きっかけ; Lead to, Because of, As a start or trigger of, An opportunity
げ	n2	04-n2	bunpro:げ			sk:auto/n2	djg:bunpro/げ	strict-deck; bunpro:げ; げ; Seemingly, Giving appearance of, [Expresses emotions or feelings]
ことだから	n2	04-n2	bunpro:ことだから			sk:auto/n2	djg:bunpro/ことだから	strict-deck; bunpro:ことだから; ことだから; It is exactly because
ことなく	n2	04-n2	bunpro:ことなく			sk:auto/n2	djg:bunpro/ことなく	strict-deck; bunpro:ことなく; ことなく; Without ~ing
ことになっている	n2	04-n2	bunpro:ことになっている			sk:auto/n2	djg:bunpro/ことになっている	strict-deck; bunpro:ことになっている; ことになっている; To be expected to, To be scheduled to
ことにはならない	n2	04-n2	bunpro:ことにはならない			sk:auto/n2	djg:bunpro/ことにはならない	strict-deck; bunpro:ことにはならない; ことにはならない; Just because… doesn't mean…
ことは-が	n2	04-n2	bunpro:ことは-が			sk:auto/n2	djg:bunpro/ことは-が	strict-deck; bunpro:ことは-が; ことは〜が; It is true...but, although, but
さすが	n2	04-n2	bunpro:さすが			sk:auto/n2	djg:bunpro/さすが	strict-deck; bunpro:さすが; さすが; as one would expect, only natural, that is just like..., even
さらに	n2	04-n2	bunpro:さらに			sk:auto/n2	djg:bunpro/さらに	strict-deck; bunpro:さらに; 更に; Even more or further, Again, More and more
ざる	n2	04-n2	bunpro:ざる			sk:auto/n2	djg:bunpro/ざる	strict-deck; bunpro:ざる; ～ざる; To not ~, Un~
ざるを得ない	n2	04-n2	bunpro:ざるを得ない			sk:auto/n2	djg:bunpro/ざるを得ない	strict-deck; bunpro:ざるを得ない; ざるを得ない; Can't help doing, Have no choice but
しかしながら	n2	04-n2	bunpro:しかしながら			sk:auto/n2	djg:bunpro/しかしながら	strict-deck; bunpro:しかしながら; しかしながら; However, Nevertheless, But
しかも	n2	04-n2	bunpro:しかも			sk:auto/n2	djg:bunpro/しかも	strict-deck; bunpro:しかも; しかも; Moreover, Furthermore
したがって	n2	04-n2	bunpro:したがって			sk:auto/n2	djg:bunpro/したがって	strict-deck; bunpro:したがって; したがって; Therefore, Thus, As a result
ずに済む	n2	04-n2	bunpro:ずに済む			sk:auto/n2	djg:bunpro/ずに済む	strict-deck; bunpro:ずに済む; ずに済む; Get by without doing something, To get away with
せめて	n2	04-n2	bunpro:せめて			sk:auto/n2	djg:bunpro/せめて	strict-deck; bunpro:せめて; せめて; At least
そういえば	n2	04-n2	bunpro:そういえば			sk:auto/n2	djg:bunpro/そういえば	strict-deck; bunpro:そういえば; そういえば; Speaking of which, By the way, Come to think of it
そうにない	n2	04-n2	bunpro:そうにない			sk:auto/n2	djg:bunpro/そうにない	strict-deck; bunpro:そうにない; そうにない; Unlikely to, Showing no signs of
その上	n2	04-n2	bunpro:その上			sk:auto/n2	djg:bunpro/その上	strict-deck; bunpro:その上; その上; Besides, In addition, Furthermore
それとも	n2	04-n2	bunpro:それとも			sk:auto/n2	djg:bunpro/それとも	strict-deck; bunpro:それとも; それとも; Or, Or else, Rather
それなのに	n2	04-n2	bunpro:それなのに			sk:auto/n2	djg:bunpro/それなのに	strict-deck; bunpro:それなのに; それなのに; And yet, Despite this
それなら	n2	04-n2	bunpro:それなら			sk:auto/n2	djg:bunpro/それなら	strict-deck; bunpro:それなら; それなら; Then, If that's the case
それにしても	n2	04-n2	bunpro:それにしても			sk:auto/n2	djg:bunpro/それにしても	strict-deck; bunpro:それにしても; それにしても; Nevertheless, Even so
たちまち	n2	04-n2	bunpro:たちまち			sk:auto/n2	djg:bunpro/たちまち	strict-deck; bunpro:たちまち; たちまち; Immediately, Quickly, Suddenly, In a moment or flash
たった-の	n2	04-n2	bunpro:たった-の			sk:auto/n2	djg:bunpro/たった-の	strict-deck; bunpro:たった-の; たった(の); Only, Just, No more than
たって	n2	04-n2	bunpro:たって			sk:auto/n2	djg:bunpro/たって	strict-deck; bunpro:たって; たって; Even if, Even though, No matter how
たまえ	n2	04-n2	bunpro:たまえ			sk:auto/n2	djg:bunpro/たまえ	strict-deck; bunpro:たまえ; たまえ; (Please) do!, Ask to, Beg to, (Order somebody to do something)
た末-の末	n2	04-n2	bunpro:た末-の末			sk:auto/n2	djg:bunpro/た末-の末	strict-deck; bunpro:た末-の末; た末・の末; After, As a conclusion of
だけあって	n2	04-n2	bunpro:だけあって			sk:auto/n2	djg:bunpro/だけあって	strict-deck; bunpro:だけあって; だけあって; Is only natural, …Being the case, Because, As might be expected
だけに	n2	04-n2	bunpro:だけに			sk:auto/n2	djg:bunpro/だけに	strict-deck; bunpro:だけに; だけに; As might be expected, Because, All the more because, It's only natural
だけのことはある	n2	04-n2	bunpro:だけのことはある			sk:auto/n2	djg:bunpro/だけのことはある	strict-deck; bunpro:だけのことはある; だけのことはある; No wonder, Not surprising that, As expected
だけは	n2	04-n2	bunpro:だけは			sk:auto/n2	djg:bunpro/だけは	strict-deck; bunpro:だけは; だけは; To do all that one can, As much or many ~ as one could
だけましだ	n2	04-n2	bunpro:だけましだ			sk:auto/n2	djg:bunpro/だけましだ	strict-deck; bunpro:だけましだ; だけましだ; At least, It's better than..., One should feel grateful for
っこない	n2	04-n2	bunpro:っこない			sk:auto/n2	djg:bunpro/っこない	strict-deck; bunpro:っこない; っこない; There is no chance of, There is no way of, Impossible
つつ	n2	04-n2	bunpro:つつ			sk:auto/n2	djg:bunpro/つつ	strict-deck; bunpro:つつ; つつ; While, And
つつ-も	n2	04-n2	bunpro:つつ-も			sk:auto/n2	djg:bunpro/つつ-も	strict-deck; bunpro:つつ-も; つつ(も); Even while ~ing, Even though ~ing, Despite ~ing, Although ~ing
つつある	n2	04-n2	bunpro:つつある			sk:auto/n2	djg:bunpro/つつある	strict-deck; bunpro:つつある; つつある; -ing, Be -ing
つもりで	n2	04-n2	bunpro:つもりで			sk:auto/n2	djg:bunpro/つもりで	strict-deck; bunpro:つもりで; つもりで; With the intention of doing, Instead of..., Act as if or pretend, Believing that..., Thinking that...
ていては	n2	04-n2	bunpro:ていては			sk:auto/n2	djg:bunpro/ていては	strict-deck; bunpro:ていては; ていては; If one keeps doing something, When, If something is...
てからでないと	n2	04-n2	bunpro:てからでないと			sk:auto/n2	djg:bunpro/てからでないと	strict-deck; bunpro:てからでないと; てからでないと; (Not) unless ~ cannot, (Not) until ~ cannot
てしょうがない	n2	04-n2	bunpro:てしょうがない			sk:auto/n2	djg:bunpro/てしょうがない	strict-deck; bunpro:てしょうがない; てしょうがない; Extremely, Very, Really, It can't be helped
てたまらない	n2	04-n2	bunpro:てたまらない			sk:auto/n2	djg:bunpro/てたまらない	strict-deck; bunpro:てたまらない; てたまらない; Can't help but want to, Very, Extremely
てでも	n2	04-n2	bunpro:てでも			sk:auto/n2	djg:bunpro/てでも	strict-deck; bunpro:てでも; てでも; Even if I have to, By any or all means, No matter what
てならない	n2	04-n2	bunpro:てならない			sk:auto/n2	djg:bunpro/てならない	strict-deck; bunpro:てならない; てならない; Very, Extremely, Can't help but do
ては	n2	04-n2	bunpro:ては			sk:auto/n2	djg:bunpro/ては	strict-deck; bunpro:ては; ては; If, With, Since, Because
ては-ては	n2	04-n2	bunpro:ては-ては			sk:auto/n2	djg:bunpro/ては-ては	strict-deck; bunpro:ては-ては; ては〜ては; Repeating action, If, Since
てはいられない	n2	04-n2	bunpro:てはいられない			sk:auto/n2	djg:bunpro/てはいられない	strict-deck; bunpro:てはいられない; てはいられない; Can't afford to, Unable to
てはならない	n2	04-n2	bunpro:てはならない			sk:auto/n2	djg:bunpro/てはならない	strict-deck; bunpro:てはならない; てはならない; Must not, Cannot, Should not
て当然だ	n2	04-n2	bunpro:て当然だ			sk:auto/n2	djg:bunpro/て当然だ	strict-deck; bunpro:て当然だ; て当然だ; Natural, As a matter of course
て頂戴	n2	04-n2	bunpro:て頂戴			sk:auto/n2	djg:bunpro/て頂戴	strict-deck; bunpro:て頂戴; ～て頂戴; Please do
でしかない	n2	04-n2	bunpro:でしかない			sk:auto/n2	djg:bunpro/でしかない	strict-deck; bunpro:でしかない; でしかない; Merely, Nothing but, No more than
ということは	n2	04-n2	bunpro:ということは			sk:auto/n2	djg:bunpro/ということは	strict-deck; bunpro:ということは; ということは; That means, That is to say
というものだ	n2	04-n2	bunpro:というものだ			sk:auto/n2	djg:bunpro/というものだ	strict-deck; bunpro:というものだ; というものだ; Speaker's impression, Criticism or conclusion
というものでもない	n2	04-n2	bunpro:というものでもない			sk:auto/n2	djg:bunpro/というものでもない	strict-deck; bunpro:というものでもない; というものでもない; There is no guarantee that…, Not necessarily
というわけではない	n2	04-n2	bunpro:というわけではない			sk:auto/n2	djg:bunpro/というわけではない	strict-deck; bunpro:というわけではない; というわけではない; It is not that, It doesn't mean that, It is not always the case
という点から考えると	n2	04-n2	bunpro:という点から考えると			sk:auto/n2	djg:bunpro/という点から考えると	strict-deck; bunpro:という点から考えると; という点から考えると; From the standpoint of, From the perspective of, From the viewpoint of, Think in terms of, Viewed from the angle of
という風に	n2	04-n2	bunpro:という風に			sk:auto/n2	djg:bunpro/という風に	strict-deck; bunpro:という風に; という風に; As if to say, As if to suggest that, In such a way that, Things like
といった	n2	04-n2	bunpro:といった			sk:auto/n2	djg:bunpro/といった	strict-deck; bunpro:といった; といった; Such as, Like, So much as
とか	n2	04-n2	bunpro:とか			sk:auto/n2	djg:bunpro/とか	strict-deck; bunpro:とか; とか; I heard that… something like, They said ... or something
ところだった2	n2	04-n2	bunpro:ところだった2			sk:auto/n2	djg:bunpro/ところだった2	strict-deck; bunpro:ところだった2; ところだった ②; Was just about to do something, Was in the middle of...
ところを見ると	n2	04-n2	bunpro:ところを見ると			sk:auto/n2	djg:bunpro/ところを見ると	strict-deck; bunpro:ところを見ると; ところを見ると; Judging from, Seeing that
としては	n2	04-n2	bunpro:としては			sk:auto/n2	djg:bunpro/としては	strict-deck; bunpro:としては; としては; As a, For a, As for
としても	n2	04-n2	bunpro:としても			sk:auto/n2	djg:bunpro/としても	strict-deck; bunpro:としても; としても; Even if (we assume), Assuming,  Also as
とっくに	n2	04-n2	bunpro:とっくに			sk:auto/n2	djg:bunpro/とっくに	strict-deck; bunpro:とっくに; とっくに; Already, A long time ago, Long ago
とも	n2	04-n2	bunpro:とも			sk:auto/n2	djg:bunpro/とも	strict-deck; bunpro:とも; とも; Even if, No matter
と考えられる	n2	04-n2	bunpro:と考えられる			sk:auto/n2	djg:bunpro/と考えられる	strict-deck; bunpro:と考えられる; と考えられる; Can be considered as, Is thought to be, One can think that, It is conceivable that
どうせ	n2	04-n2	bunpro:どうせ			sk:auto/n2	djg:bunpro/どうせ	strict-deck; bunpro:どうせ; どうせ; Anyhow, At any rate, In any case, I have no doubt that, Probably
どうやら	n2	04-n2	bunpro:どうやら			sk:auto/n2	djg:bunpro/どうやら	strict-deck; bunpro:どうやら; どうやら; Apparently, Looks Like, Seems like
どころではない	n2	04-n2	bunpro:どころではない			sk:auto/n2	djg:bunpro/どころではない	strict-deck; bunpro:どころではない; どころではない; This is not the time for…, Far from, Out of the question
ないことには-ない	n2	04-n2	bunpro:ないことには-ない			sk:auto/n2	djg:bunpro/ないことには-ない	strict-deck; bunpro:ないことには-ない; ないことには～ない; Unless you do something
ないではいられない	n2	04-n2	bunpro:ないではいられない			sk:auto/n2	djg:bunpro/ないではいられない	strict-deck; bunpro:ないではいられない; ないではいられない; Cannot help doing something, Cannot resist doing something
ないわけにはいかない	n2	04-n2	bunpro:ないわけにはいかない			sk:auto/n2	djg:bunpro/ないわけにはいかない	strict-deck; bunpro:ないわけにはいかない; ないわけにはいかない; Can't not, No way to avoid
なお1	n2	04-n2	bunpro:なお1			sk:auto/n2	djg:bunpro/なお1	strict-deck; bunpro:なお1; なお①; Still, Even, Yet
なお2	n2	04-n2	bunpro:なお2			sk:auto/n2	djg:bunpro/なお2	strict-deck; bunpro:なお2; なお②; In addition, Incidentally, Furthermore, Moreover
なくはない	n2	04-n2	bunpro:なくはない			sk:auto/n2	djg:bunpro/なくはない	strict-deck; bunpro:なくはない; なくはない; It's not that…, Kind of, might, Slightly, Somewhat, In some respects
なにやら	n2	04-n2	bunpro:なにやら			sk:auto/n2	djg:bunpro/なにやら	strict-deck; bunpro:なにやら; なにやら; Something (or other), Some kind of
ならともかく	n2	04-n2	bunpro:ならともかく			sk:auto/n2	djg:bunpro/ならともかく	strict-deck; bunpro:ならともかく; ならともかく; If it's (A), sure, but (B), Putting aside (A), (B)
にあたり-にあたって	n2	04-n2	bunpro:にあたり-にあたって			sk:auto/n2	djg:bunpro/にあたり-にあたって	strict-deck; bunpro:にあたり-にあたって; にあたり・にあたって; When, When doing something, On the occasion, At the time
にかかわらず	n2	04-n2	bunpro:にかかわらず			sk:auto/n2	djg:bunpro/にかかわらず	strict-deck; bunpro:にかかわらず; にかかわらず; Regardless of, Whether or, No matter, With or without
にかかわる	n2	04-n2	bunpro:にかかわる			sk:auto/n2	djg:bunpro/にかかわる	strict-deck; bunpro:にかかわる; にかかわる; To relate to, To have to do with, Concerning, Depends on
にかけては	n2	04-n2	bunpro:にかけては			sk:auto/n2	djg:bunpro/にかけては	strict-deck; bunpro:にかけては; にかけては; When it comes to, Regarding, Concerning
にしたがって	n2	04-n2	bunpro:にしたがって			sk:auto/n2	djg:bunpro/にしたがって	strict-deck; bunpro:にしたがって; にしたがって; As, Following, As then, According to, In accordance with
にしたら	n2	04-n2	bunpro:にしたら			sk:auto/n2	djg:bunpro/にしたら	strict-deck; bunpro:にしたら; にしたら; From the point of view of
にしても-にしても	n2	04-n2	bunpro:にしても-にしても			sk:auto/n2	djg:bunpro/にしても-にしても	strict-deck; bunpro:にしても-にしても; にしても～にしても; Regardless of whether
にしろ-にしろ	n2	04-n2	bunpro:にしろ-にしろ			sk:auto/n2	djg:bunpro/にしろ-にしろ	strict-deck; bunpro:にしろ-にしろ; にしろ～にしろ; Whether… or
にすぎない	n2	04-n2	bunpro:にすぎない			sk:auto/n2	djg:bunpro/にすぎない	strict-deck; bunpro:にすぎない; にすぎない; No more than, Just, Merely
にせよ-にしろ	n2	04-n2	bunpro:にせよ-にしろ			sk:auto/n2	djg:bunpro/にせよ-にしろ	strict-deck; bunpro:にせよ-にしろ; にせよ・にしろ; Even if, Even though, No matter, Whether… or
につき	n2	04-n2	bunpro:につき			sk:auto/n2	djg:bunpro/につき	strict-deck; bunpro:につき; につき; Due to, On account of, Each or every
につけ	n2	04-n2	bunpro:につけ			sk:auto/n2	djg:bunpro/につけ	strict-deck; bunpro:につけ; につけ; Whenever, Every time something happens
にて	n2	04-n2	bunpro:にて			sk:auto/n2	djg:bunpro/にて	strict-deck; bunpro:にて; にて; In, At, With, Using, By
には	n2	04-n2	bunpro:には			sk:auto/n2	djg:bunpro/には	strict-deck; bunpro:には; には; In order to, In regard to, For
にほかならない	n2	04-n2	bunpro:にほかならない			sk:auto/n2	djg:bunpro/にほかならない	strict-deck; bunpro:にほかならない; にほかならない; Nothing but, None other than, Simply
にもかかわらず	n2	04-n2	bunpro:にもかかわらず			sk:auto/n2	djg:bunpro/にもかかわらず	strict-deck; bunpro:にもかかわらず; にもかかわらず; Despite, In spite of, Regardless, Nevertheless
にわたって	n2	04-n2	bunpro:にわたって			sk:auto/n2	djg:bunpro/にわたって	strict-deck; bunpro:にわたって; にわたって; Across, Throughout, Extends, Over (a period of time or range)
に伴って-に伴い	n2	04-n2	bunpro:に伴って-に伴い			sk:auto/n2	djg:bunpro/に伴って-に伴い	strict-deck; bunpro:に伴って-に伴い; に伴って・に伴い; As, Due,  Along with, Hand-in-hand with, Resulted in, Be consequent upon
に値する	n2	04-n2	bunpro:に値する			sk:auto/n2	djg:bunpro/に値する	strict-deck; bunpro:に値する; ～に値する; Be worthy of, Deserving of, Amounts to
に先立ち	n2	04-n2	bunpro:に先立ち			sk:auto/n2	djg:bunpro/に先立ち	strict-deck; bunpro:に先立ち; に先立ち; Before, Prior to, In preference over
に加えて	n2	04-n2	bunpro:に加えて			sk:auto/n2	djg:bunpro/に加えて	strict-deck; bunpro:に加えて; に加えて; Not only...but also, In addition, Not to mention
に反して	n2	04-n2	bunpro:に反して			sk:auto/n2	djg:bunpro/に反して	strict-deck; bunpro:に反して; に反して; Go against, Contrary to
に向かって-に向けて	n2	04-n2	bunpro:に向かって-に向けて			sk:auto/n2	djg:bunpro/に向かって-に向けて	strict-deck; bunpro:に向かって-に向けて; に向かって・に向けて; Towards, To face, To head to
に応えて	n2	04-n2	bunpro:に応えて			sk:auto/n2	djg:bunpro/に応えて	strict-deck; bunpro:に応えて; に応えて; In response to, Meet
に応じて	n2	04-n2	bunpro:に応じて			sk:auto/n2	djg:bunpro/に応じて	strict-deck; bunpro:に応じて; に応じて; Depending or based on, According to, In response to, Suitable for or to
に気をつける	n2	04-n2	bunpro:に気をつける			sk:auto/n2	djg:bunpro/に気をつける	strict-deck; bunpro:に気をつける; に気をつける; Take care, Be careful, Pay attention, Make sure, Watch out
に決まっている	n2	04-n2	bunpro:に決まっている			sk:auto/n2	djg:bunpro/に決まっている	strict-deck; bunpro:に決まっている; に決まっている; Surely, Bound to, Certainly, Be decided
に沿って	n2	04-n2	bunpro:に沿って			sk:auto/n2	djg:bunpro/に沿って	strict-deck; bunpro:に沿って; に沿って; Along, In accordance with, In line with
に相違ない	n2	04-n2	bunpro:に相違ない			sk:auto/n2	djg:bunpro/に相違ない	strict-deck; bunpro:に相違ない; に相違ない; Without a doubt, Certainly, Surely, Not mistaken
に越したことはない	n2	04-n2	bunpro:に越したことはない			sk:auto/n2	djg:bunpro/に越したことはない	strict-deck; bunpro:に越したことはない; に越したことはない; There is nothing better than, It is the best, Would be the best
に限って	n2	04-n2	bunpro:に限って			sk:auto/n2	djg:bunpro/に限って	strict-deck; bunpro:に限って; に限って; Particularly when, Those who, Only when
に限らず	n2	04-n2	bunpro:に限らず			sk:auto/n2	djg:bunpro/に限らず	strict-deck; bunpro:に限らず; に限らず; Not just, Not only… but also
に際して	n2	04-n2	bunpro:に際して			sk:auto/n2	djg:bunpro/に際して	strict-deck; bunpro:に際して; に際して; On the occasion of, At the time of
ぬ	n2	04-n2	bunpro:ぬ			sk:auto/n2	djg:bunpro/ぬ	strict-deck; bunpro:ぬ; ぬ; Classical negative, Classical verb [ない]
ねばならない	n2	04-n2	bunpro:ねばならない			sk:auto/n2	djg:bunpro/ねばならない	strict-deck; bunpro:ねばならない; ねばならない; Must, Have to, Should
のではないだろうか	n2	04-n2	bunpro:のではないだろうか			sk:auto/n2	djg:bunpro/のではないだろうか	strict-deck; bunpro:のではないだろうか; のではないだろうか; I think ... isn't it?, It might be that..., Don't you agree?
